State,,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Lakes,Lakes,Lakes,Lakes,Lakes,Lakes,Lakes,Lakes,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Unity,Unity,Unity,Unity,Unity,Unity,Upper Nile,Upper Nile,Upper Nile,Upper Nile,Upper Nile,Warrap,Warrap,Warrap,Warrap,Warrap,Warrap,Warrap,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria
2013,May,6,6,6,6,6,4,4,4,6,4,,0,,,,0,0,0,0,0,,,6,6,6,6,6,6,,,0,0,0,0,,,0,0,0,0,,0,0,0,4,0,0,,,,10,10,,10,0,0,0,0,0,0,0,0,,,,,,,,6,,,11,,12,13,12,,,,,,,,,,,,,,,4,4,,6,,4,3,4
2013,Nov,7,7,7,7,6,6,0,0,6,0,,8,,,,8,8,8,0,0,,,6,6,6,6,8,8,,,8,8,8,8,,,0,8,8,8,,10,10,9,4,8,8,,,,8,8,,8,0,0,0,0,0,0,0,0,,,,,,,,6,,,0,,8,8,8,,,,,,,,,,,,,,,4,4,,6,,4,10,4
2013,Oct,7,7,7,7,6,6,0,0,6,0,,10,,,,10,10,10,0,0,,,6,6,6,6,10,10,,,11,11,11,11,,,0,11,11,11,,6,6,6,4,11,11,,,,10,10,,10,0,0,0,0,0,0,0,0,,,,,,,,6,,,0,,10,10,10,,,,,,,,,,,,,,,4,4,,6,,4,0,4
2013,Sep,7,7,7,7,6,4,4,4,6,5,,10,,,,10,10,10,0,0,,,6,6,6,6,10,10,,,10,10,10,10,,,0,10,10,10,,0,0,0,4,10,10,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,6,,,0,,0,0,0,,,,,,,,,,,,,,,4,4,,6,,4,4,4
2014,Apr,3,3,3,3,2,2,0,0,2,0,,,3,,,3,3,3,5,2,5,5,2,4,4,4,5,5,,,4,4,4,4,,0,,3,3,4,,6,5,5,4,4,4,4,,,4,4,,4,5,5,5,5,7,7,7,7,12,6,6,0,0,10,,9,,,0,0,9,8,9,12,8,8,,,,,,,,,,,2,2,2,,2,4,2,5,6
2014,Aug,6,6,6,6,6,6,0,0,6,0,,,4,,,4,6,6,6,4,4,4,4,6,6,6,6,6,,,6,6,6,6,,0,,4,4,6,,6,5,5,6,6,6,6,,,4,4,,4,4,4,4,4,5,5,5,5,13,13,13,0,0,13,,6,,,0,8,12,10,9,6,12,10,,,,,,,,,,,6,4,4,,6,6,4,0,4
2014,Dec,4,4,4,4,1,1,1,1,5,4,,,12,,,12,3,3,0,0,0,0,5,3,3,3,10,10,,,10,10,10,10,,0,,9,9,5,,10,10,8,4,5,5,6,,,9,9,,9,5,5,5,5,5,5,5,5,17,10,10,28,28,19,,13,,,3,0,6,8,6,12,6,13,,,,,,,,,,,4,3,3,,5,4,3,0,3
2014,Feb,6,6,6,6,6,6,0,0,6,0,,,3,,,3,3,3,3,3,3,3,3,6,6,6,6,6,,,0,0,0,0,,0,,0,0,0,,6,6,6,3,0,0,0,,,8,8,,8,0,0,0,0,0,0,0,0,12,0,0,42,42,21,,6,,,0,0,11,8,8,8,9,8,,,,,,,,,,,3,3,3,,6,0,3,3,4
2014,Jan,7,7,7,7,7,7,0,0,7,0,,,3,,,3,3,3,3,3,3,3,3,5,5,5,5,5,,,0,0,0,0,,0,,0,0,0,,8,8,8,4,0,0,0,,,8,8,,8,12,12,12,12,15,15,15,15,10,25,25,0,0,14,,5,,,0,0,9,8,8,9,7,7,,,,,,,,,,,0,4,4,,7,0,4,3,4
2014,Jul,6,6,6,6,6,6,0,0,4,0,,,4,,,4,5,5,6,4,4,4,3,5,5,5,5,5,,,6,6,6,6,,0,,4,4,6,,6,5,4,5,6,6,4,,,4,4,,4,4,4,4,4,4,4,4,4,17,14,14,0,0,16,,5,,,0,0,10,10,10,8,9,10,,,,,,,,,,,5,4,4,,6,4,4,0,4
2014,Jun,6,6,6,6,5,5,0,0,5,0,,,2,,,2,5,5,6,2,4,4,2,5,5,5,5,5,,,5,5,5,5,,0,,3,3,5,,10,5,5,4,6,6,6,,,9,9,,9,6,6,6,6,5,5,5,5,12,6,6,0,0,9,,5,,,0,0,10,8,9,8,8,10,,,,,,,,,,,2,4,4,,5,4,2,2,4
2014,Mar,3,3,3,3,3,3,0,0,3,0,,,3,,,3,3,3,3,3,3,3,3,3,3,3,6,6,,,0,0,0,0,,0,,0,0,0,,5,5,5,2,0,0,0,,,8,8,,8,9,9,9,9,12,12,12,12,11,5,5,21,21,12,,3,,,0,0,8,8,9,8,8,8,,,,,,,,,,,2,2,2,,3,0,2,3,4
2014,May,5,5,5,5,4,5,0,0,5,0,,,4,,,4,5,5,5,2,4,4,4,4,4,4,5,5,,,4,4,4,4,,0,,4,4,4,,6,5,3,4,5,5,6,,,3,3,,3,5,5,5,5,4,4,4,4,12,6,6,0,0,12,,5,,,0,0,10,8,8,12,8,10,,,,,,,,,,,2,2,2,,5,4,2,2,6
2014,Nov,6,6,6,6,1,1,1,1,5,4,,,0,,,0,6,6,0,0,0,0,5,3,3,3,6,6,,,4,4,4,4,,0,,0,0,4,,10,10,6,4,4,4,4,,,9,9,,9,4,4,4,4,3,3,3,3,15,10,10,25,25,15,,3,,,0,0,9,8,8,14,10,10,,,,,,,,,,,4,3,3,,5,4,3,0,4
2014,Oct,4,4,4,4,1,1,5,5,4,5,,,0,,,0,0,0,0,0,0,0,4,2,2,2,4,4,,,4,4,4,4,,12,,0,0,12,,10,9,6,6,6,6,6,,,5,5,,5,5,5,5,5,5,5,5,5,12,24,24,15,15,14,,4,,,0,0,10,8,10,13,10,12,,,,,,,,,,,4,4,4,,4,4,4,0,5
2014,Sep,6,6,6,6,6,6,0,0,6,0,,,4,,,4,5,5,6,4,4,4,4,5,5,5,6,6,,,6,6,6,6,,0,,4,4,6,,10,5,5,6,6,6,6,,,9,9,,9,6,6,6,6,5,5,5,5,10,14,14,0,0,12,,5,,,0,0,9,6,9,8,7,12,,,,,,,,,,,9,4,4,,6,6,4,0,5
2015,Apr,10,10,10,10,10,4,0,0,10,0,,,,7,,7,7,7,0,,,,7,7,7,7,7,7,,,10,10,10,10,,6,,10,10,6,0,10,10,13,4,10,10,10,,,18,18,,18,15,15,15,15,17,17,17,17,0,7,7,0,0,7,,7,,,0,14,10,10,10,10,0,4,,,,,,,,,,,4,4,4,,10,4,4,8,5
2015,Aug,14,14,14,14,14,14,0,0,14,0,,,,12,,12,12,12,0,,,,12,12,12,12,12,12,,,17,17,17,17,,0,,0,0,0,0,15,14,14,14,0,0,0,,,15,15,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,,0,0,15,15,15,14,0,14,,,,,,,,,,,0,0,0,,14,0,0,0,8
2015,Dec,26,26,26,26,0,0,0,0,0,0,,,,0,,0,0,0,0,,,,0,0,0,0,14,14,,,17,17,17,17,,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,17,0,0,0,0,,,,,,,,,,,0,0,0,,0,0,0,0,12
2015,Feb,10,10,10,10,8,2,2,2,4,2,,,,7,,7,7,7,0,,,,7,7,7,7,7,7,,,0,0,0,0,,7,,0,0,6,0,10,10,10,8,4,4,4,,,17,17,,17,9,9,9,9,18,18,18,18,0,6,6,0,0,6,,7,,,0,4,6,6,6,11,8,8,,,,,,,,,,,8,4,4,,8,4,4,4,4
2015,Jan,6,6,6,6,6,1,1,1,6,1,,,,7,,7,7,7,0,,,,6,6,6,6,7,7,,,10,10,10,10,,7,,11,11,8,0,10,10,8,4,5,5,6,,,9,9,,9,5,5,5,5,13,13,13,13,14,5,5,14,14,10,,6,,,0,4,6,8,5,10,6,16,,,,,,,,,,,4,4,4,,6,4,4,3,4
2015,Jul,14,14,14,14,14,14,0,0,13,0,,,,12,,12,12,12,0,,,,12,12,12,12,12,12,,,17,17,17,17,,0,,0,0,0,0,14,14,15,13,13,13,13,,,27,27,,27,14,14,14,14,12,12,12,12,0,0,0,0,0,0,,12,,,0,0,10,14,10,14,10,14,,,,,,,,,,,0,0,0,,14,13,0,0,7
2015,Jun,19,19,19,19,14,9,0,0,9,0,,,,10,,10,10,10,0,,,,8,4,4,4,11,11,,,22,22,22,22,,13,,11,11,13,0,16,13,19,10,13,13,8,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,,0,0,10,10,10,5,23,5,,,,,,,,,,,5,10,10,,8,8,10,30,6
2015,Mar,10,10,10,10,9,2,2,2,6,2,,,,7,,7,7,7,0,,,,7,7,7,7,7,7,,,8,8,8,8,,0,,0,0,0,0,10,8,8,4,6,6,6,,,20,20,,20,13,13,13,13,18,18,18,18,0,20,20,0,0,20,,7,,,9,0,6,8,6,10,0,4,,,,,,,,,,,4,4,4,,9,4,4,4,4
2015,May,17,17,17,17,12,5,5,5,11,5,,,,10,,10,8,8,0,,,,10,10,10,10,11,11,,,11,11,11,11,,10,,11,11,11,0,16,5,15,10,11,11,12,,,14,14,,14,10,10,10,10,10,10,10,10,0,0,0,0,0,0,,10,,,0,0,16,0,0,6,16,5,,,,,,,,,,,0,10,10,,17,11,10,0,6
2015,Nov,20,20,20,20,0,0,0,0,0,0,,,,0,,0,0,0,0,,,,0,0,0,0,12,12,,,17,17,17,17,,0,,0,0,0,18,0,0,0,0,0,0,0,,,0,0,,0,12,12,12,12,19,19,19,19,0,0,0,0,0,0,,0,,,0,0,0,17,0,0,0,0,,,,,,,,,,,0,0,0,,0,0,0,0,12
2015,Oct,16,16,16,16,0,0,0,0,0,0,,,,0,,0,0,0,0,,,,0,0,0,0,10,10,,,17,17,17,17,,0,,0,0,0,0,16,20,19,0,0,0,0,,,16,16,,16,0,0,0,0,20,20,20,20,0,15,15,0,0,15,,0,,,0,0,0,17,0,0,0,0,,,,,,,,,,,0,0,0,,0,0,0,0,14
2015,Sep,15,15,15,15,0,0,0,0,0,0,,,,0,,0,0,0,0,,,,0,0,0,0,12,12,,,17,17,17,17,,0,,0,0,0,0,14,0,15,0,0,0,0,,,25,25,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,16,0,0,0,0,,,,,,,,,,,0,0,0,,0,0,0,0,10
2016,Apr,33,33,33,33,0,,,,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,12,12,,,0,0,0,0,,,,0,0,,,0,0,0,,0,0,0,,,,,,,0,0,0,0,24,24,24,24,,,,61,61,52,0,45,0,0,18,,0,0,0,48,40,48,,,,,,,,,,,,0,0,,0,,0,0,24
2016,Aug,84,84,84,84,0,,,,0,0,,,,,15,15,0,0,82,,,,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,,,125,0,131,,0,0,0,,,,,,,50,50,50,50,89,89,89,89,,,,0,0,0,0,0,0,0,0,,0,118,0,0,181,0,,,,,,,,,,,,34,34,,0,,0,75,35
2016,Dec,78,78,78,78,40,,,,104,0,,,,,0,0,0,0,0,,,,0,70,70,70,60,60,,,0,0,0,0,,,,0,0,,,87,0,80,,0,0,0,,,,,,,0,0,0,0,93,93,93,93,,,,0,0,0,0,0,0,0,0,,0,0,30,0,0,77,,,,,,,,,,,,0,0,,0,,50,0,54
2016,Feb,26,26,26,26,0,,,,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,20,20,,,0,0,0,0,,,,0,0,,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,17,0,32,32,0,,0,0,0,12,25,0,,,,,,,,,,,,0,0,,0,,0,0,24
2016,Jan,23,23,23,23,0,,,,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,17,17,,,0,0,0,0,,,,0,0,,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,22,0,0,15,15,,,,,,,,,,,,0,0,,0,,0,0,24
2016,Jul,70,70,70,70,25,,,,0,0,,,,,0,0,0,0,83,,,,0,34,34,34,30,30,,,0,0,0,0,,,,0,0,,,190,0,0,,0,0,0,,,,,,,0,0,0,0,83,83,83,83,,,,0,0,0,0,0,0,0,0,,65,77,160,0,190,0,,,,,,,,,,,,10,10,,0,,0,0,45
2016,Jun,38,38,38,38,0,,,,0,0,,,,,0,0,0,0,67,,,,0,30,30,30,30,30,,,0,0,0,0,,,,0,0,,,0,0,0,,0,0,0,,,,,,,0,0,0,0,21,21,21,21,,,,0,0,0,0,0,25,25,0,,0,88,91,0,61,0,,,,,,,,,,,,0,0,,90,,0,0,35
2016,Mar,33,33,33,33,0,,,,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,20,20,,,0,0,0,0,,,,0,0,,,0,0,0,,0,0,0,,,,,,,24,24,24,24,0,0,0,0,,,,0,0,0,0,0,50,50,0,,0,0,0,0,34,0,,,,,,,,,,,,0,0,,0,,0,0,24
2016,May,32,32,32,32,0,,,,0,74,,,,,0,0,0,0,0,,,,0,0,0,0,16,16,,,0,0,0,0,,,,0,0,,,0,0,0,,0,0,0,,,,,,,30,30,30,30,22,22,22,22,,,,61,61,61,41,0,34,34,0,,0,0,0,0,61,0,,,,,,,,,,,,0,0,,0,,0,0,44
2016,Nov,75,75,75,75,0,,,,91,0,,,,,0,0,0,0,100,,,,0,64,64,64,50,50,,,0,0,0,0,,,,0,0,,,80,0,0,,0,0,0,,,,,,,0,0,0,0,77,77,77,77,,,,0,0,0,0,0,0,0,320,,0,0,0,0,0,70,,,,,,,,,,,,41,41,,0,,0,80,54
2016,Oct,66,66,66,66,21,,,,80,0,,,,,51,51,0,0,90,,,,0,0,0,0,50,50,,,0,0,0,0,,,,0,0,,,0,0,0,,0,0,0,,,,,,,0,0,0,0,52,52,52,52,,,,0,0,0,0,0,0,0,118,,0,85,0,0,0,93,,,,,,,,,,,,50,50,,0,,0,41,50
2016,Sep,71,71,71,71,0,,,,0,0,,,,,40,40,0,0,78,,,,0,58,58,58,0,0,,,0,0,0,0,,,,0,0,,,80,0,0,,0,0,0,,,,,,,0,0,0,0,41,41,41,41,,,,0,0,0,0,0,0,0,0,,0,180,120,0,30,85,,,,,,,,,,,,33,33,,0,,0,28,43
2017,Apr,122,122,122,122,0,,,,100,58,,,,,,,0,0,,,,,0,50,50,50,93,93,,,127,127,127,127,,,,0,0,,,63,0,136,,0,0,0,,,,,,,0,0,0,0,152,152,152,152,,,,,,,,0,,,,,0,115,116,0,0,98,,,,,,,,,,,,99,99,50,0,,87,0,110
2017,Aug,135,135,135,135,0,,,,175,105,,,,,,,0,0,,,,,50,200,200,200,120,120,,,127,127,127,127,,,,0,0,,,150,266,137,,200,200,0,,,,,,,185,185,185,185,0,0,0,0,,,,,,,,0,,,,,0,150,110,0,0,212,,,,,,,,,,,,135,135,0,0,,100,210,105
2017,Dec,134,134,134,134,0,,,,135,115,,,,,,,0,0,,,,,0,145,145,145,120,120,,,0,0,0,0,,,,0,0,,,70,0,130,,100,100,120,,,,,,,0,0,0,0,185,185,185,185,,,,,,,,0,,,,,0,180,0,0,0,0,,,,,,,,,,,,250,250,70,0,,50,200,130
2017,Feb,88,88,88,88,0,,,,150,0,,,,,,,0,0,,,,,0,75,75,75,70,70,,,80,80,80,80,,,,0,0,,,0,0,100,,0,0,0,,,,,,,116,116,116,116,0,0,0,0,,,,,,,,0,,,,,0,160,78,0,0,0,,,,,,,,,,,,50,50,33,0,,0,0,90
2017,Jan,64,64,64,64,29,,,,90,0,,,,,,,110,110,,,,,80,74,74,74,70,70,,,80,80,80,80,,,,0,0,,,0,0,100,,0,0,0,,,,,,,0,0,0,0,40,40,40,40,,,,,,,,210,,,,,0,148,43,0,0,82,,,,,,,,,,,,50,50,33,0,,65,0,70
2017,Jul,127,127,127,127,0,,,,130,102,,,,,,,0,0,,,,,0,155,155,155,128,128,,,150,150,150,150,,,,0,0,,,150,0,0,,200,200,0,,,,,,,178,178,178,178,0,0,0,0,,,,,,,,0,,,,,0,0,110,0,0,230,,,,,,,,,,,,100,100,133,0,,0,163,113
2017,Jun,124,124,124,124,0,,,,100,81,,,,,,,0,0,,,,,0,114,114,114,128,128,,,200,200,200,200,,,,0,0,,,150,0,185,,0,0,0,,,,,,,100,100,100,100,280,280,280,280,,,,,,,,0,,,,,0,53,110,0,0,230,,,,,,,,,,,,100,100,130,0,,91,160,120
2017,Mar,101,101,101,101,0,,,,100,42,,,,,,,0,0,,,,,0,120,120,120,80,80,,,80,80,80,80,,,,0,0,,,60,0,136,,0,0,0,,,,,,,0,0,0,0,152,152,152,152,,,,,,,,0,,,,,0,160,82,0,0,88,,,,,,,,,,,,78,78,43,0,,51,0,80
2017,May,134,134,134,134,0,,,,100,67,,,,,,,0,0,,,,,0,58,58,58,120,120,,,173,173,173,173,,,,0,0,,,118,0,160,,0,0,0,,,,,,,0,0,0,0,202,202,202,202,,,,,,,,0,,,,,0,121,114,0,0,121,,,,,,,,,,,,101,101,120,253,,85,108,110
2017,Nov,133,133,133,133,0,,,,135,109,,,,,,,0,0,,,,,0,200,200,200,110,110,,,0,0,0,0,,,,0,0,,,70,100,130,,120,120,120,,,,,,,0,0,0,0,180,180,180,180,,,,,,,,0,,,,,0,180,0,0,0,0,,,,,,,,,,,,30,30,70,0,,100,250,116
2017,Oct,129,129,129,129,0,,,,175,105,,,,,,,0,0,,,,,0,133,133,133,100,100,,,0,0,0,0,,,,0,0,,,86,360,108,,120,120,120,,,,,,,0,0,0,0,165,165,165,165,,,,,,,,0,,,,,0,180,0,0,0,0,,,,,,,,,,,,250,250,80,0,,73,218,110
2017,Sep,121,121,121,121,0,,,,175,95,,,,,,,0,0,,,,,0,125,125,125,100,100,,,0,0,0,0,,,,80,80,,,86,310,139,,120,120,120,,,,,,,0,0,0,0,150,150,150,150,,,,,,,,0,,,,,0,200,110,0,0,0,,,,,,,,,,,,250,250,100,0,,52,169,100
2018,Apr,159,159,159,159,,,,,200,128,,,,,,,,,,,,,,141,141,141,155,155,0,,,400,400,400,400,,,0,,,,0,,225,,180,180,150,350,350,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,188,260,,0,200,,0,210,210,210,210,,,,,,,150,150,150,135,,0,165,0
2018,Aug,154,154,154,154,,,,,0,165,,,,,,,,,,,,,,213,213,213,160,160,720,,,0,0,0,0,,,450,,,,375,,255,,0,0,205,0,0,325,325,325,,0,0,0,0,,,,,,,,,,,,,,,,,297,340,,0,353,,167,130,130,130,130,,,,,,,238,238,275,0,,0,113,155
2018,Dec,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0,0,0,,,,,,,0,0,0,0,,0,0,0
2018,Feb,140,140,140,140,,,,,150,117,,,,,,,,,,,,,,109,109,109,130,130,0,,,0,0,0,0,,,0,,,,70,,130,,100,100,100,318,318,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,226,208,,175,0,,0,171,171,171,171,,,,,,,80,80,82,150,,74,0,140
2018,Jan,131,131,131,131,,,,,150,118,,,,,,,,,,,,,,143,143,143,130,130,0,,,0,0,0,0,,,0,,,,70,,130,,200,200,100,260,260,0,0,0,,188,188,188,188,,,,,,,,,,,,,,,,,276,260,,0,0,,0,108,108,108,108,,,,,,,80,80,82,150,,68,180,145
2018,Jul,165,165,165,165,,,,,0,153,,,,,,,,,,,,,,110,110,110,170,170,0,,,0,0,0,0,,,0,,,,290,,300,,0,0,180,360,360,325,325,325,,0,0,0,0,,,,,,,,,,,,,,,,,300,300,,0,400,,181,177,177,177,177,,,,,,,220,220,300,0,,100,100,140
2018,Jun,180,180,180,180,,,,,238,148,,,,,,,,,,,,,,115,115,115,180,180,0,,,0,0,0,0,,,0,,,,0,,300,,0,0,173,343,343,0,0,0,,400,400,400,400,,,,,,,,,,,,,,,,,284,260,,0,350,,114,188,188,188,188,,,,,,,220,220,300,165,,100,100,167
2018,Mar,144,144,144,144,,,,,150,122,,,,,,,,,,,,,,105,105,105,150,150,0,,,0,0,0,0,,,0,,,,0,,200,,100,100,118,300,300,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,240,208,,0,160,,0,210,210,210,210,,,,,,,100,100,100,130,,85,0,150
2018,May,179,179,179,179,,,,,219,135,,,,,,,,,,,,,,141,141,141,175,175,0,,,0,0,0,0,,,0,,,,0,,280,,180,180,150,368,368,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,268,260,,0,350,,200,181,181,181,181,,,,,,,180,180,200,140,,100,0,160
2018,Nov,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0,0,0,,,,,,,0,0,0,0,,0,0,0
2018,Oct,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0,0,0,,,,,,,0,0,0,0,,0,0,0
2018,Sep,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0,0,0,,,,,,,0,0,0,0,,0,0,0
